GeneID	chr	start	end	labelCoord	FayWu_H	Fst	FuLi_D	FuLi_F	iHS	Tajima_D	label	stat	pops	source
nonCoding31943	chr5	99527040	99537040	chr5:99527040-99537040	-7.177	0.123	-2.83	-2.994	1.424	-2.118	FayWu_H:KHV:-7.177	FayWu_H	KHV	PopHumanScan
nonCoding31949	chr5	99626525	99636525	chr5:99626525-99636525	10.041	0.111	-2.713	13.911	1.362	33.701	FuLi_F:GBR:13.911,Tajima_D:GBR:33.701	FuLi_F,Tajima_D	GBR	PopHumanScan
nonCoding32014,nonCoding32015	chr5	100938135	100959237	chr5:100938135-100959237	-5.466	0.249	-5.669	-5.141	1.833	-2.671	Fst:CEU2YRI:0.238,YRI2CHB:0.249	Fst	CEU2YRI,YRI2CHB	PopHumanScan
nonCoding32223	chr5	104786110	104796110	chr5:104786110-104796110	-6.542	0.075	-3.886	-3.568	2.097	-2.322	FayWu_H:STU:-6.542	FayWu_H	STU	PopHumanScan
nonCoding32225	chr5	104811707	104821707	chr5:104811707-104821707	-6.772	0.075	-3.593	-3.447	2.11	-2.44	FayWu_H:BEB:-6.772,STU:-6.505	FayWu_H	BEB,STU	PopHumanScan
nonCoding32235	chr5	104961089	104995384	chr5:104961089-104995384	-7.477	0.095	1.931	2.262	1.033	2.216	FayWu_H:CHB:-7.265,JPT:-7.477	FayWu_H	CHB,JPT	PopHumanScan
nonCoding32370	chr5	107905848	107915848	chr5:107905848-107915848	12.608	0.144	-1.637	10.441	1.436	18.929	FayWu_H:GWD:12.608	FayWu_H	GWD	PopHumanScan
nonCoding32415	chr5	109238587	109268587	chr5:109238587-109268587	-2.346	0.023	-7.563	-6.59	3.405	-2.567	iHS:STU:3.405	iHS	STU	PopHumanScan
nonCoding32418	chr5	109285636	109295636	chr5:109285636-109295636	-3.417	0.026	-6.49	-5.614	2.04	-2.548	FuLi_D:GBR:-6.49,FuLi_F:GBR:-5.614	FuLi_D,FuLi_F	GBR	PopHumanScan
nonCoding32460	chr5	110305652	110315652	chr5:110305652-110315652	-2.398	0.046	-8.351	-6.958	1.333	-2.447	FuLi_D:TSI:-8.351,FuLi_F:TSI:-6.958	FuLi_D,FuLi_F	TSI	PopHumanScan
nonCoding32472	chr5	110867909	110877909	chr5:110867909-110877909	-1.906	0.085	-6.759	-5.41	2.254	-1.626	FuLi_D:PJL:-6.759	FuLi_D	PJL	PopHumanScan
NREP	chr5	111262485	111282485	chr5:111262485-111282485	0.909	0.031	-5.32	-4.136	2.017	1.667	FuLi_D:MSL:-5.32	FuLi_D	MSL	PopHumanScan
nonCoding32489	chr5	111783099	111793099	chr5:111783099-111793099	-2.678	0.037	-7.602	-6.459	2.262	-2.56	FuLi_D:CHS:-7.602,FuLi_F:CHS:-6.459	FuLi_D,FuLi_F	CHS	PopHumanScan
nonCoding32550	chr5	113324594	113334594	chr5:113324594-113334594	-8.179	0.146	-2.623	-2.742	1.067	-2.566	FayWu_H:CHS:-8.179	FayWu_H	CHS	PopHumanScan
COMMD10	chr5	115499120	115509120	chr5:115499120-115509120	13.229	0.13	-2.26	44.565	1.869	122.845	FayWu_H:ACB:12.849,ASW:13.048,CDX:13.229,LWK:12.14,MSL:12.692,FuLi_F:ACB:30.047,ASW:27.951,BEB:20.626,CDX:44.565,CEU:25.512,CHB:20.441,CHS:41.947,ESN:27.056,FIN:26.976,GBR:23.723,GIH:26.226,GWD:21.109,IBS:22.011,ITU:20.416,JPT:42.901,KHV:29.308,LWK:32.903,MSL:27.154,PJL:16.711,STU:18.488,TSI:16.318,YRI:30.446,Tajima_D:ACB:74.632,ASW:74.455,BEB:55.513,CDX:122.845,CEU:66.869,CHB:57.685,CHS:114.371,ESN:69.832,FIN:70.605,GBR:62.401,GIH:68.707,GWD:55.004,IBS:58.502,ITU:51.751,JPT:116.931,KHV:80.874,LWK:84.926,MSL:67.922,PJL:45.718,STU:50.432,TSI:44.73,YRI:77.183	FayWu_H,FuLi_F,Tajima_D	ACB,ASW,CDX,LWK,MSL,BEB,CEU,CHB,CHS,ESN,FIN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,PJL,STU,TSI,YRI	PopHumanScan
nonCoding32703	chr5	116679176	116689176	chr5:116679176-116689176	-6.279	0.254	1.907	2.871	3.314	3.201	Fst:YRI2CHB:0.254,iHS:ITU:3.314,PJL:3.063	Fst,iHS	YRI2CHB,ITU,PJL	PopHumanScan
nonCoding32752,nonCoding32753	chr5	117351602	117371602	chr5:117351602-117371602	-4.465	0.127	-7.113	-6.266	2.341	-2.671	FuLi_F:CHS:-6.266,Tajima_D:CHS:-2.671	FuLi_F,Tajima_D	CHS	PopHumanScan
nonCoding32757,nonCoding32764,nonCoding32760,nonCoding32763,nonCoding32765,nonCoding32766,nonCoding32767,nonCoding32768,nonCoding32769,nonCoding32762,nonCoding32758	chr5	117402167	117628704	chr5:117402167-117628704	-6.758	0.21	-6.932	-6.041	2.547	-2.822	FuLi_D:JPT:-6.932,FuLi_F:JPT:-6.041,Tajima_D:CDX:-2.822,CHS:-2.795,JPT:-2.793,KHV:-2.813,XPEHH:YRI2CHB:2.509	FuLi_D,FuLi_F,Tajima_D,XPEHH	JPT,CDX,CHS,KHV,YRI2CHB	PopHumanScan
nonCoding32774	chr5	117665140	117695140	chr5:117665140-117695140	-4.316	0.132	-3.238	-2.722	2.475	-1.979	XPEHH:CEU2CHB:1.832	XPEHH	CEU2CHB	PopHumanScan
nonCoding32777	chr5	117734150	117744150	chr5:117734150-117744150	-2.688	0.035	-6.574	-5.718	2.86	-2.374	FuLi_D:STU:-6.574	FuLi_D	STU	PopHumanScan
nonCoding32783,nonCoding32784,nonCoding32785,nonCoding32786	chr5	117784488	117869848	chr5:117784488-117869848	-5.697	0.104	-4.995	-4.205	3.417	-2.112	iHS:CHB:3.417	iHS	CHB	PopHumanScan
DTWD2	chr5	118169069	118179069	chr5:118169069-118179069	-7.827	0.112	-3.758	-3.174	1.131	-2.319	FayWu_H:JPT:-7.827	FayWu_H	JPT	PopHumanScan
nonCoding32841	chr5	119397543	119418811	chr5:119397543-119418811	-3.529	0.238	-2.985	1.936	2.123	3.989	Fst:CEU2YRI:0.238	Fst	CEU2YRI	PopHumanScan
nonCoding32862	chr5	119729633	119739633	chr5:119729633-119739633	-1.357	0.044	-7.249	-5.848	2.594	-2.301	FuLi_D:TSI:-7.249	FuLi_D	TSI	PopHumanScan
nonCoding32864	chr5	119745779	119786884	chr5:119745779-119786884	-5.731	0.051	-5.398	-5.069	1.904	-2.653	Tajima_D:CHB:-2.653	Tajima_D	CHB	PopHumanScan
MARCH3	chr5	126244849	126319623	chr5:126244849-126319623	-5.819	0.039	-6.771	-5.975	3.247	-2.476	iHS:ITU:3.247	iHS	ITU	PopHumanScan
SLC12A2	chr5	127489643	127499643	chr5:127489643-127499643	-1.018	0.044	-5.709	-4.742	1.66	-1.402	FuLi_D:ASW:-5.709	FuLi_D	ASW	PopHumanScan
SLC27A6	chr5	128301156	128311156	chr5:128301156-128311156	-4.965	0.162	2.13	3.335	2.029	3.641	FuLi_D:STU:2.13	FuLi_D	STU	PopHumanScan
SLC27A6	chr5	128327949	128337949	chr5:128327949-128337949	-1.861	0.273	1.187	2.233	1.157	2.82	Fst:CEU2CHB:0.273	Fst	CEU2CHB	PopHumanScan
CDC42SE2	chr5	130682797	130712747	chr5:130682797-130712747	-2.316	0.064	-5.154	-3.988	4.9	-1.573	iHS:ACB:4.9	iHS	ACB	PopHumanScan
AFF4	chr5	132244626	132264626	chr5:132244626-132264626	0.9	0.047	-4.709	-3.934	3.837	-1.573	iHS:ASW:3.837	iHS	ASW	PopHumanScan
TXNDC15	chr5	134228501	134238501	chr5:134228501-134238501	-4.394	0.029	-7.203	-6.119	2.242	-2.227	FuLi_D:JPT:-7.203,FuLi_F:JPT:-6.119	FuLi_D,FuLi_F	JPT	PopHumanScan
PCBD2	chr5	134289297	134299297	chr5:134289297-134299297	-1.575	0.024	-7.675	-6.068	1.296	-2.578	FuLi_F:ITU:-6.068	FuLi_F	ITU	PopHumanScan
KLHL3	chr5	137023886	137033886	chr5:137023886-137033886	-6.334	0.101	-4.499	-4.402	1.572	-2.63	Tajima_D:CHS:-2.63	Tajima_D	CHS	PopHumanScan
PSD2	chr5	139175886	139205886	chr5:139175886-139205886	-1.346	0.033	-4.327	-3.501	3.055	-1.572	iHS:CDX:3.055	iHS	CDX	PopHumanScan
nonCoding33552	chr5	139449685	139459685	chr5:139449685-139459685	-0.807	0.025	-6.356	-5.773	1.981	-2.416	FuLi_F:CDX:-5.773	FuLi_F	CDX	PopHumanScan
PURA	chr5	139493981	139503981	chr5:139493981-139503981	-2.737	0.023	-6.536	-5.465	1.529	-2.302	FuLi_D:YRI:-6.536,FuLi_F:YRI:-5.465	FuLi_D,FuLi_F	YRI	PopHumanScan
CYSTM1	chr5	139556653	139566653	chr5:139556653-139566653	0.981	0.025	2.208	-2.498	1.294	2.758	FuLi_D:LWK:2.208	FuLi_D	LWK	PopHumanScan
SLC4A9	chr5	139736362	139746362	chr5:139736362-139746362	-0.87	0.022	-6.276	-5.36	1.256	-2.224	FuLi_D:ACB:-6.276,FuLi_F:ACB:-5.36	FuLi_D,FuLi_F	ACB	PopHumanScan
ANKHD1,ANKHD1-EIF4EBP3	chr5	139900415	139910415	chr5:139900415-139910415	-2.295	0.026	-6.882	-6.175	1.339	-2.46	FuLi_F:BEB:-6.175	FuLi_F	BEB	PopHumanScan
nonCoding33619,ARHGAP26,nonCoding33617,nonCoding33618	chr5	142081041	142160367	chr5:142081041-142160367	-4.848	0.167	-5.372	-4.638	3.318	-2.425	iHS:GBR:3.318,XPEHH:CEU2YRI:2.701	iHS,XPEHH	GBR,CEU2YRI	PopHumanScan
ARHGAP26	chr5	142170367	142229496	chr5:142170367-142229496	-4.714	0.058	-3.01	-3.049	3.451	-2.001	iHS:IBS:3.451,XPEHH:CEU2YRI:2.568	iHS,XPEHH	IBS,CEU2YRI	PopHumanScan
ARHGAP26	chr5	142484930	142494930	chr5:142484930-142494930	-4.719	0.089	2.3	-3.28	2.681	-1.984	FuLi_D:MSL:2.3	FuLi_D	MSL	PopHumanScan
NR3C1	chr5	142664620	142674620	chr5:142664620-142674620	-2.906	0.031	-5.566	-4.937	1.78	-2.228	FuLi_D:ESN:-5.566,FuLi_F:ESN:-4.937	FuLi_D,FuLi_F	ESN	PopHumanScan
KCTD16	chr5	143776866	143786866	chr5:143776866-143786866	-2.275	0.021	-6.838	-6.215	1.607	-2.546	FuLi_D:STU:-6.838,FuLi_F:STU:-6.215	FuLi_D,FuLi_F	STU	PopHumanScan
nonCoding33723	chr5	144627324	144637324	chr5:144627324-144637324	-6.537	0.1	-4.19	-4.048	1.401	-2.411	FayWu_H:STU:-6.537	FayWu_H	STU	PopHumanScan
TCERG1	chr5	145827793	145887793	chr5:145827793-145887793	-3.029	0.273	-4.463	-3.391	1.783	1.56	Fst:CEU2CHB:0.273	Fst	CEU2CHB	PopHumanScan
PPP2R2B	chr5	146170787	146180787	chr5:146170787-146180787	-1.272	0.021	-5.734	-5.26	1.716	-2.43	FuLi_D:ASW:-5.734,FuLi_F:ASW:-5.26	FuLi_D,FuLi_F	ASW	PopHumanScan
nonCoding33760	chr5	146584771	146594771	chr5:146584771-146594771	-6.532	0.082	-5.978	-5.031	1.467	-2.691	FayWu_H:BEB:-6.532,FuLi_D:FIN:-5.978,FuLi_F:FIN:-5.031,Tajima_D:KHV:-2.691	FayWu_H,FuLi_D,FuLi_F,Tajima_D	BEB,FIN,KHV	PopHumanScan
DPYSL3	chr5	146792135	146802135	chr5:146792135-146802135	-6.911	0.082	-6.834	-5.932	1.233	-2.607	FuLi_D:CEU:-6.834,FuLi_F:CEU:-5.932	FuLi_D,FuLi_F	CEU	PopHumanScan
DPYSL3	chr5	146833715	146843715	chr5:146833715-146843715	-3.874	0.055	-7.177	-6.248	1.939	-2.552	FuLi_F:TSI:-6.248	FuLi_F	TSI	PopHumanScan
SPINK14	chr5	147539381	147549381	chr5:147539381-147549381	18.463	0.087	-3.473	23.41	1.156	58.609	FayWu_H:ACB:11.643,BEB:16.479,CDX:16.3,CEU:15.977,CHB:18.463,CHS:18.068,ESN:13.271,FIN:16.297,GBR:16.475,GIH:16.734,IBS:14.77,ITU:16.99,JPT:17.067,KHV:13.925,PJL:16.468,STU:15.97,TSI:15.52,YRI:12.409,FuLi_F:BEB:20.76,CDX:16.955,CEU:23.41,CHB:23.092,CHS:19.398,FIN:19.927,GBR:20.178,GIH:18.434,IBS:15.39,ITU:23.36,JPT:20.373,KHV:13.181,PJL:18.143,STU:18.112,TSI:18.154,Tajima_D:BEB:50.797,CDX:42.215,CEU:56.272,CHB:54.062,CHS:47.778,FIN:48.418,GBR:49.323,GIH:45.523,IBS:38.732,ITU:58.609,JPT:49.486,KHV:33.633,PJL:45.457,STU:45.38,TSI:46.018	FayWu_H,FuLi_F,Tajima_D	ACB,BEB,CDX,CEU,CHB,CHS,ESN,FIN,GBR,GIH,IBS,ITU,JPT,KHV,PJL,STU,TSI,YRI	PopHumanScan
AC011346.1	chr5	147615574	147625574	chr5:147615574-147625574	-5.464	0.231	1.996	2.166	1.714	2.225	Fst:CEU2YRI:0.231	Fst	CEU2YRI	PopHumanScan
SPINK13	chr5	147644493	147674493	chr5:147644493-147674493	-2.799	0.126	-6.87	-6.104	2.386	-2.733	FuLi_D:GIH:-6.87,STU:-6.694,FuLi_F:GIH:-6.104,ITU:-5.915,STU:-6.053,Tajima_D:CEU:-2.626,GIH:-2.687,IBS:-2.682,STU:-2.733	FuLi_D,FuLi_F,Tajima_D	GIH,STU,ITU,CEU,IBS	PopHumanScan
MYOZ3	chr5	150049248	150059248	chr5:150049248-150059248	-7.792	0.175	-4.402	-4.359	1.672	2.728	FayWu_H:BEB:-6.826,IBS:-7.792	FayWu_H	BEB,IBS	PopHumanScan
nonCoding33876	chr5	151642868	151652868	chr5:151642868-151652868	-6.063	0.018	-6.935	-5.551	1.229	-2.264	FuLi_D:GBR:-6.935,FuLi_F:GBR:-5.551	FuLi_D,FuLi_F	GBR	PopHumanScan
nonCoding33879	chr5	151672868	151682868	chr5:151672868-151682868	-2.164	0.084	2.355	3.691	1.31	4.239	FuLi_D:IBS:2.355	FuLi_D	IBS	PopHumanScan
NMUR2	chr5	151763659	151773659	chr5:151763659-151773659	-4.717	0.127	-7.443	-5.984	1.83	3.492	FuLi_D:GWD:-7.443,YRI:-5.952,FuLi_F:GWD:-5.984,YRI:-4.973	FuLi_D,FuLi_F	GWD,YRI	PopHumanScan
MFAP3	chr5	153527879	153537879	chr5:153527879-153537879	-4.402	0.283	-3.28	-3.468	2.251	2.748	Fst:YRI2CHB:0.283	Fst	YRI2CHB	PopHumanScan
SGCD	chr5	156093876	156103876	chr5:156093876-156103876	-0.726	0.037	-7.91	-6.59	0.872	-2.266	FuLi_D:BEB:-7.91,FuLi_F:BEB:-6.59	FuLi_D,FuLi_F	BEB	PopHumanScan
nonCoding34164	chr5	159229114	159249114	chr5:159229114-159249114	-7.495	0.173	-4.499	-4.196	2.276	-2.529	FayWu_H:BEB:-7.039,FIN:-7.495,GBR:-6.982,IBS:-7.14,TSI:-6.789	FayWu_H	BEB,FIN,GBR,IBS,TSI	PopHumanScan
nonCoding34178	chr5	159925731	159935731	chr5:159925731-159935731	2.71	0.067	-6.676	-4.674	1.521	2.323	FuLi_D:ESN:-6.676	FuLi_D	ESN	PopHumanScan
nonCoding34390	chr5	164118428	164128428	chr5:164118428-164128428	-2.003	0.089	-6.727	-5.475	1.635	-1.862	FuLi_D:CEU:-6.727	FuLi_D	CEU	PopHumanScan
KCNIP1	chr5	170140645	170168929	chr5:170140645-170168929	-3.528	0.114	-4.683	-3.514	2.853	-1.65	XPEHH:CEU2CHB:1.827,YRI2CHB:2.571	XPEHH	CEU2CHB,YRI2CHB	PopHumanScan
RANBP17	chr5	170289357	170331543	chr5:170289357-170331543	-2.978	0.064	-4.986	-4.326	4.623	-1.875	iHS:GWD:4.623,LWK:3.677	iHS	GWD,LWK	PopHumanScan
RANBP17	chr5	170463130	170500332	chr5:170463130-170500332	-1.189	0.041	-5.119	-3.681	3.857	1.796	iHS:GWD:3.857	iHS	GWD	PopHumanScan
HGNC:24955	chr5	173586026	173596026	chr5:173586026-173596026	-3.125	0.141	2.225	-1.69	1.328	1.465	FuLi_D:TSI:2.225	FuLi_D	TSI	PopHumanScan
NOP16,HIGD2A,ARL10,CLTB	chr5	175812245	175822245	chr5:175812245-175822245	-1.136	0.042	-7.177	-5.638	2.276	-1.226	FuLi_D:ITU:-7.177	FuLi_D	ITU	PopHumanScan
nonCoding34830	chr5	178259328	178269328	chr5:178259328-178269328	1.656	0.039	2.661	4.298	1.738	4.681	FuLi_D:FIN:2.661,GWD:2.144,ITU:2.19	FuLi_D	FIN,GWD,ITU	PopHumanScan
nonCoding34839	chr5	178898469	178908469	chr5:178898469-178908469	-3.329	0.097	2.296	-2.826	1.942	2.329	FuLi_D:ESN:2.296	FuLi_D	ESN	PopHumanScan
TBC1D9B	chr5	179324069	179334069	chr5:179324069-179334069	-2.954	0.068	-7.696	-5.842	1.112	-1.416	FuLi_D:CHB:-7.696	FuLi_D	CHB	PopHumanScan
nonCoding34857	chr5	180306572	180316572	chr5:180306572-180316572	12.956	0.039	-1.397	15.966	2.117	40.012	FayWu_H:ASW:11.844,CEU:12.548,CHB:12.925,ESN:12.551,MSL:12.956,FuLi_F:CEU:15.966,CHB:14.514,FIN:14.172,IBS:12.645,JPT:14.011,KHV:15.202,TSI:14.6,Tajima_D:CEU:40.012,CHB:34.292,KHV:35.802	FayWu_H,FuLi_F,Tajima_D	ASW,CEU,CHB,ESN,MSL,FIN,IBS,JPT,KHV,TSI	PopHumanScan
GMDS	chr6	2136986	2146986	chr6:2136986-2146986	-7.469	0.068	-4.022	-3.96	1.114	-2.463	FayWu_H:CEU:-7.176,GBR:-6.993,IBS:-7.469,PJL:-6.591	FayWu_H	CEU,GBR,IBS,PJL	PopHumanScan
nonCoding34955	chr6	2535120	2545120	chr6:2535120-2545120	-4.42	0.14	2.022	-2.02	1.234	1.842	FuLi_D:LWK:2.022	FuLi_D	LWK	PopHumanScan
TUBB2B,PSMG4,nonCoding34978	chr6	3209109	3248986	chr6:3209109-3248986	-3.818	0.128	-6.963	-6.017	3.062	-2.674	FuLi_D:JPT:-6.963,PJL:-6.601,FuLi_F:JPT:-6.017,PJL:-5.936,Tajima_D:PJL:-2.674,XPEHH:CEU2YRI:2.51	FuLi_D,FuLi_F,Tajima_D,XPEHH	JPT,PJL,CEU2YRI	PopHumanScan
ECI2	chr6	4136443	4146443	chr6:4136443-4146443	-4.586	0.049	2.318	-3.556	0.875	2.283	FuLi_D:ESN:2.318	FuLi_D	ESN	PopHumanScan
CDYL	chr6	4790730	4800730	chr6:4790730-4800730	-4.523	0.056	-4.652	-4.11	3.177	-2.048	iHS:KHV:3.177	iHS	KHV	PopHumanScan
CDYL	chr6	4842529	4890907	chr6:4842529-4890907	-2.707	0.039	-4.391	-4.078	3.159	-2.043	iHS:KHV:3.159	iHS	KHV	PopHumanScan
nonCoding35135	chr6	7438345	7448345	chr6:7438345-7448345	-2.445	0.155	2.42	4.371	2.154	4.967	FuLi_D:GBR:2.42	FuLi_D	GBR	PopHumanScan
nonCoding35136	chr6	7456699	7466699	chr6:7456699-7466699	-7.415	0.068	-4.213	-3.396	1.902	2.434	FayWu_H:ASW:-5.086,GIH:-7.041,LWK:-5.567,TSI:-7.415,YRI:-5.199	FayWu_H	ASW,GIH,LWK,TSI,YRI	PopHumanScan
nonCoding35155	chr6	8154402	8164402	chr6:8154402-8164402	-5.12	0.034	-4.241	-3.797	0.999	-2.311	FayWu_H:ACB:-5.12	FayWu_H	ACB	PopHumanScan
nonCoding35173,nonCoding35172	chr6	8451164	8471164	chr6:8451164-8471164	-4.485	0.106	2.561	3.949	1.54	4.228	FuLi_D:CHB:2.136,GBR:2.561	FuLi_D	CHB,GBR	PopHumanScan
nonCoding35252	chr6	10265210	10275210	chr6:10265210-10275210	-3.382	0.113	2.174	2.594	1.042	2.615	FuLi_D:ITU:2.174	FuLi_D	ITU	PopHumanScan
nonCoding35263	chr6	10645471	10669909	chr6:10645471-10669909	-5.298	0.107	-4.343	-4.274	2.28	-2.655	Tajima_D:FIN:-2.533,GBR:-2.655	Tajima_D	FIN,GBR	PopHumanScan
PAK1IP1,C6orf52	chr6	10689909	10719909	chr6:10689909-10719909	-8.689	0.107	-4.897	-4.714	1.423	-2.766	FayWu_H:CHB:-7.406,FIN:-8.689,GBR:-8.174,GIH:-7.738,IBS:-7.716,ITU:-6.98,JPT:-8.031,KHV:-7.974,Tajima_D:FIN:-2.708,GBR:-2.74,GIH:-2.61,IBS:-2.766,ITU:-2.721	FayWu_H,Tajima_D	CHB,FIN,GBR,GIH,IBS,ITU,JPT,KHV	PopHumanScan
NEDD9	chr6	11332975	11352975	chr6:11332975-11352975	-0.791	0.038	-6.214	-5.04	1.206	-2.01	FuLi_D:YRI:-6.214,FuLi_F:YRI:-5.04	FuLi_D,FuLi_F	YRI	PopHumanScan
nonCoding35293	chr6	11836600	11846600	chr6:11836600-11846600	-4.667	0.282	1.918	2.288	1.312	2.693	Fst:YRI2CHB:0.282	Fst	YRI2CHB	PopHumanScan
nonCoding35300	chr6	11941294	11951294	chr6:11941294-11951294	-4.462	0.3	-1.866	-1.879	1.783	1.759	Fst:CEU2YRI:0.264,YRI2CHB:0.3	Fst	CEU2YRI,YRI2CHB	PopHumanScan
nonCoding35386	chr6	14357068	14367068	chr6:14357068-14367068	-2.837	0.074	2.336	-3.911	1.325	-1.277	FuLi_D:YRI:2.336	FuLi_D	YRI	PopHumanScan
nonCoding35439	chr6	15190805	15200805	chr6:15190805-15200805	-5.304	0.028	-2.628	-2.33	1.262	-1.888	FayWu_H:ASW:-5.304	FayWu_H	ASW	PopHumanScan
DTNBP1	chr6	15663330	15683330	chr6:15663330-15683330	-2.397	0.082	-8.243	-6.948	1.66	-2.504	FuLi_D:CDX:-6.637,CHB:-8.243,FuLi_F:CDX:-5.892,CHB:-6.948	FuLi_D,FuLi_F	CDX,CHB	PopHumanScan
CDKAL1	chr6	20693358	20703358	chr6:20693358-20703358	-2.006	0.043	-7.556	-6.211	1.502	-2.217	FuLi_D:TSI:-7.556,FuLi_F:TSI:-6.211	FuLi_D,FuLi_F	TSI	PopHumanScan
SOX4	chr6	21582097	21592097	chr6:21582097-21592097	-3.997	0.043	-6.435	-5.582	2.17	-2.374	FuLi_F:GBR:-5.582	FuLi_F	GBR	PopHumanScan
nonCoding35960	chr6	28927868	28937868	chr6:28927868-28937868	6.515	0.063	-3.115	13.072	2.417	34.926	Tajima_D:JPT:34.926	Tajima_D	JPT	PopHumanScan
nonCoding35984	chr6	29650358	29676451	chr6:29650358-29676451	-1.192	0.054	2.554	2.81	1.091	3.368	FuLi_D:ESN:2.288,MSL:2.554	FuLi_D	ESN,MSL	PopHumanScan
nonCoding35989,nonCoding35991,nonCoding35992,HLA-A,nonCoding35993,nonCoding35987,nonCoding35990,nonCoding35988,nonCoding35995,HLA-G,nonCoding35986,nonCoding35994,HLA-F,nonCoding35996	chr6	29703194	29978353	chr6:29703194-29978353	-4.321	0.102	3.323	-4.537	2.738	4.832	FuLi_D:ACB:2.829,ASW:2.562,BEB:2.955,CDX:2.446,CEU:2.667,CHB:2.423,CHS:2.644,ESN:3.031,FIN:3.323,GBR:2.941,GIH:3.277,GWD:2.892,IBS:2.908,ITU:2.315,JPT:2.621,KHV:2.619,LWK:2.199,MSL:2.921,PJL:3.034,STU:2.671,TSI:2.848,YRI:3.049,Alpha:STU:0.927,GIH:0.927,BEB:0.927,ESN:0.955,FIN:0.936,JPT:0.889,ACB:0.92,TSI:0.894,PJL:0.947,YRI:0.936,ASW:0.92,IBS:0.936,LWK:0.905,ITU:0.894	FuLi_D	ACB,ASW,BEB,CDX,CEU,CHB,CHS,ESN,FIN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
nonCoding36001	chr6	30075213	30095213	chr6:30075213-30095213	-5.265	0.029	2.429	-3.106	1.255	-1.941	FuLi_D:GIH:2.429,PJL:2.233	FuLi_D	GIH,PJL	PopHumanScan
TRIM40	chr6	30105213	30115213	chr6:30105213-30115213	-4.752	0.056	2.334	-2.839	1.691	2.7	FuLi_D:PJL:2.334	FuLi_D	PJL	PopHumanScan
nonCoding36010,nonCoding36012,nonCoding36014	chr6	30350427	30432164	chr6:30350427-30432164	22.488	0.108	2.404	2.821	1.159	2.915	FayWu_H:ACB:20.93,ASW:19.09,BEB:17.731,CDX:17.073,CEU:18.48,CHB:16.791,CHS:15.925,ESN:21.208,FIN:18.895,GBR:18.826,GIH:18.233,GWD:19.753,IBS:16.988,ITU:17.851,JPT:18.549,KHV:14.425,LWK:20.521,MSL:21.851,PJL:17.572,STU:17.533,TSI:17.529,YRI:22.488,FuLi_D:CHS:2.262,GIH:2.351,YRI:2.404	FayWu_H,FuLi_D	ACB,ASW,BEB,CDX,CEU,CHB,CHS,ESN,FIN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
MDC1	chr6	30668670	30678670	chr6:30668670-30678670	-3.38	0.036	-6.16	-4.916	1.481	-2.422	FuLi_F:FIN:-4.916	FuLi_F	FIN	PopHumanScan
nonCoding36022,nonCoding36021	chr6	30755638	30790526	chr6:30755638-30790526	-3.32	0.115	2.429	3.075	1.27	2.912	FuLi_D:CHS:2.429,PJL:2.417	FuLi_D	CHS,PJL	PopHumanScan
nonCoding36026	chr6	30800526	30820526	chr6:30800526-30820526	-0.532	0.052	2.197	1.909	1.452	1.587	FuLi_D:PJL:2.197	FuLi_D	PJL	PopHumanScan
MUC22	chr6	30976470	30996470	chr6:30976470-30996470	-1.212	0.035	2.391	2.536	0.875	1.843	FuLi_D:ACB:2.079,CHS:2.391	FuLi_D	ACB,CHS	PopHumanScan
nonCoding36032,nonCoding36033	chr6	31006470	31054976	chr6:31006470-31054976	-0.693	0.053	2.361	3.65	2.069	3.832	FuLi_D:CDX:2.361,STU:2.132	FuLi_D	CDX,STU	PopHumanScan
nonCoding36039,HLA-B,nonCoding36037,nonCoding36042,nonCoding36035,nonCoding36036,nonCoding36038,MICA,nonCoding36040,nonCoding36041,nonCoding36044,CDSN,PSORS1C1,C6orf15,PSORS1C2,nonCoding36043	chr6	31073678	31444605	chr6:31073678-31444605	10.539	0.073	3.378	14.197	3.647	30.604	FuLi_D:ACB:3.143,ASW:2.513,BEB:3.167,CDX:3.287,CEU:3.255,CHB:2.827,CHS:3.246,ESN:2.614,FIN:3.378,GBR:3.09,GIH:2.701,GWD:2.971,IBS:3.239,ITU:2.883,JPT:2.992,KHV:3.019,LWK:2.768,MSL:3.024,PJL:2.685,STU:2.969,TSI:3.133,YRI:3.063,FuLi_F:CDX:12.659,KHV:14.197,iHS:CDX:3.17,CEU:3.647,KHV:3.104	FuLi_D,FuLi_F,iHS	ACB,ASW,BEB,CDX,CEU,CHB,CHS,ESN,FIN,GBR,GIH,GWD,IBS,ITU,JPT,KHV,LWK,MSL,PJL,STU,TSI,YRI	PopHumanScan
nonCoding36048	chr6	32199400	32228073	chr6:32199400-32228073	1.285	0.04	2.623	2.577	1.161	1.989	FuLi_D:CDX:2.411,CHS:2.623	FuLi_D	CDX,CHS	PopHumanScan
